SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
MAS,26.0,25 A 34,Superior completo,Sim,Sim,Sim,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Branca,"Ateu, não tem religião",MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,189647252.0,2023-09-04,Face a face
MAS,28.0,25 A 34,2ª série,Não,Não,Não,Melhorar a qualidade da educação,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO RESPONDEU,NÃO RESPONDEU,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189604529.0,2023-09-03,Face a face
MAS,66.0,65 E MAIS,4ª série (ou 5º ano),Sim,Sim,Sim,Melhorar a qualidade da saúde,Incentivar a geração de empregos,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189529029.0,2023-09-01,Face a face
FEM,60.0,55 A 64,"Sabe ler/ escrever, mas não cursou escola",Não,Não,Não,Melhorar a qualidade da educação,,,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,189576172.0,2023-09-02,Face a face
MAS,60.0,55 A 64,5ª série (ou 6º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189565275.0,2023-09-02,Face a face
FEM,37.0,35 A 44,3ª série,Sim,Não,Não,Preservar os valores ligados à família,Reduzir a violência,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,189591948.0,2023-09-03,Face a face
FEM,35.0,35 A 44,Superior incompleto,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Preservar os valores ligados à família,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,MAIS DE 500.000,189603456.0,2023-09-03,Face a face
MAS,80.0,65 E MAIS,2ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir a violência,Ampliar o uso de energias renováveis,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 5 A 10,SUL,PERIFERIA,DE 100.001 A 500.000,189510252.0,2023-09-01,Face a face
MAS,46.0,45 A 54,4ª série (ou 5º ano),Sim,Sim,Sim,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,NORTE,INTERIOR,DE 20.001 A 50.000,189576955.0,2023-09-02,Face a face
FEM,35.0,35 A 44,3ª série,Não,Não,Não,Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Adventista,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 10.001 A 20.000,189603397.0,2023-09-03,Face a face
MAS,27.0,25 A 34,3ª série,Não,Não,Não,Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189644565.0,2023-09-03,Face a face
FEM,54.0,45 A 54,3ª série,Não,Sim,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Ampliar o uso de energias renováveis,Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189603950.0,2023-09-03,Face a face
MAS,64.0,55 A 64,4ª série (ou 5º ano),Sim,Sim,Sim,Melhorar a qualidade da saúde,Reduzir a violência,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,MAIS DE 500.000,189603454.0,2023-09-03,Face a face
MAS,58.0,55 A 64,5ª série (ou 6º ano),Não,Não,Não,Ampliar os espaços de participação política da população,,,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Muita vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189577047.0,2023-09-02,Face a face
FEM,49.0,45 A 54,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 50.001 A 100.000,189645101.0,2023-09-04,Face a face
MAS,26.0,25 A 34,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir as desigualdades sociais,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Muita vontade,Branca,Católica Apostólica Romana,MAIS DE 20,MAIS DE 20,SUDESTE,CAPITAL,MAIS DE 500.000,189563867.0,2023-09-02,Face a face
FEM,35.0,35 A 44,5ª série (ou 6º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Combater as mudanças climáticas/desmatamento,Preservar os valores ligados à família,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Parda,"Ateu, não tem religião",ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189522022.0,2023-09-01,Face a face
FEM,42.0,35 A 44,3ª série,Não,Não,Não,Preservar os valores ligados à família,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Ampliar o uso de energias renováveis,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,CAPITAL,MAIS DE 500.000,189608252.0,2023-09-03,Face a face
MAS,24.0,18 A 24,8ª série (ou 9º ano),Não,Não,Não,Defender a igualdade entre homens e mulheres,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Deus é Amor,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189574130.0,2023-09-02,Face a face
FEM,39.0,35 A 44,3ª série,Não,Não,Não,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,PERIFERIA,DE 100.001 A 500.000,189565755.0,2023-09-02,Face a face
FEM,36.0,35 A 44,2ª série,Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Alguma vontade,Parda,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189514590.0,2023-09-01,Face a face
FEM,41.0,35 A 44,8ª série (ou 9º ano),Não,Não,Sim,Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189573850.0,2023-09-02,Face a face
MAS,44.0,35 A 44,4ª série (ou 5º ano),Sim,Sim,Sim,Preservar os valores ligados à família,Melhorar a qualidade da educação,Ampliar o uso de energias renováveis,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 5.001 A 10.000,189595612.0,2023-09-03,Face a face
FEM,65.0,65 E MAIS,Superior incompleto,Sim,Sim,Não votou em 2022 (Esp.),Melhorar a qualidade da saúde,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Melhorar a qualidade da educação,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Não respondeu,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,189665413.0,2023-09-04,Face a face
FEM,24.0,18 A 24,Superior incompleto,Não,Não,Não,Reduzir as desigualdades sociais,Combater as mudanças climáticas/desmatamento,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189511995.0,2023-09-01,Face a face
FEM,44.0,35 A 44,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Combater as mudanças climáticas/desmatamento,Ampliar o uso de energias renováveis,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Muita vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO RESPONDEU,NÃO RESPONDEU,NORDESTE,CAPITAL,MAIS DE 500.000,189550340.0,2023-09-01,Face a face
FEM,31.0,25 A 34,8ª série (ou 9º ano),Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,"Ateu, não tem religião",ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189515773.0,2023-09-01,Face a face
MAS,35.0,35 A 44,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,"Ateu, não tem religião",MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,PERIFERIA,MAIS DE 500.000,189704024.0,2023-09-04,Face a face
MAS,55.0,55 A 64,"Sabe ler/ escrever, mas não cursou escola",Não,Não,Não,Ampliar os espaços de participação política da população,Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189600640.0,2023-09-03,Face a face
FEM,65.0,65 E MAIS,3ª série (ou 4º ano),Sim,Não,Não,Melhorar a qualidade da saúde,Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,189642194.0,2023-09-04,Face a face
FEM,34.0,25 A 34,2ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Alguma vontade,Parda,Evangélica - Não sabe especificar,MAIS DE 5 A 10,MAIS DE 5 A 10,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189566022.0,2023-09-02,Face a face
MAS,35.0,35 A 44,Superior completo,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir as desigualdades sociais,,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Muita vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,189562632.0,2023-09-02,Face a face
MAS,37.0,35 A 44,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da educação,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 100.001 A 500.000,189549302.0,2023-09-02,Face a face
MAS,27.0,25 A 34,3ª série,Sim,Sim,Não,Ampliar o uso de energias renováveis,Preservar os valores ligados à família,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 100.001 A 500.000,189658077.0,2023-09-04,Face a face
FEM,67.0,65 E MAIS,4ª série (ou 5º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189551044.0,2023-09-02,Face a face
MAS,41.0,35 A 44,3ª série,Sim,Sim,Sim,Reduzir a violência,Melhorar a qualidade da educação,Incentivar a geração de empregos,Não sabe/ Não respondeu,,,,,,Alguma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,189521546.0,2023-09-01,Face a face
FEM,24.0,18 A 24,2ª série,Sim,Sim,Sim,Melhorar a qualidade da saúde,,,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,189594721.0,2023-09-03,Face a face
FEM,28.0,25 A 34,Superior completo,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Defender a igualdade entre homens e mulheres,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189537514.0,2023-09-01,Face a face
FEM,16.0,16 E 17,1ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189599139.0,2023-09-03,Face a face
FEM,20.0,18 A 24,Superior incompleto,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Defender a igualdade entre homens e mulheres,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,PERIFERIA,MAIS DE 500.000,189662363.0,2023-09-04,Face a face
MAS,20.0,18 A 24,Superior incompleto,Não,Não,Não,Ampliar os espaços de participação política da população,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,189685951.0,2023-09-05,Face a face
MAS,37.0,35 A 44,Superior completo,Não,Sim,Não,Incentivar a geração de empregos,Preservar os valores ligados à família,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Alguma vontade,Branca,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 50.001 A 100.000,189551329.0,2023-09-02,Face a face
FEM,39.0,35 A 44,2ª série (ou 3º ano),Não,Não,Não,Preservar os valores ligados à família,Defender a igualdade entre homens e mulheres,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,Alguma vontade,Branca,Assembléia de Deus,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 5.001 A 10.000,189579543.0,2023-09-02,Face a face
MAS,51.0,45 A 54,4ª série (ou 5º ano),Sim,Sim,Sim,Reduzir a violência,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,NORDESTE,INTERIOR,DE 20.001 A 50.000,189633851.0,2023-09-04,Face a face
FEM,63.0,55 A 64,Superior incompleto,Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Preta,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,MAIS DE 500.000,189701530.0,2023-09-05,Face a face
FEM,18.0,18 A 24,3ª série,Sim,Sim,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Preservar os valores ligados à família,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Adventista,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189525787.0,2023-09-01,Face a face
MAS,68.0,65 E MAIS,4ª série (ou 5º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir as desigualdades sociais,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,189685015.0,2023-09-05,Face a face
MAS,65.0,65 E MAIS,3ª série,Não,Não,Não,Não sabe/ Não respondeu,,,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,ATÉ 5.000,189613141.0,2023-09-03,Face a face
FEM,23.0,18 A 24,2ª série,Não,Não,Não,Defender a igualdade entre homens e mulheres,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Preservar os valores ligados à família,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 5.001 A 10.000,189605043.0,2023-09-03,Face a face
FEM,55.0,55 A 64,Analfabeto,Não,Sim,Sim,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,189650323.0,2023-09-04,Face a face
FEM,23.0,18 A 24,Superior incompleto,Sim,Sim,Sim,Melhorar a qualidade da educação,Preservar os valores ligados à família,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,MAIS DE 500.000,189697241.0,2023-09-05,Face a face
MAS,16.0,16 E 17,1ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189519193.0,2023-09-01,Face a face
FEM,36.0,35 A 44,3ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189665472.0,2023-09-04,Face a face
MAS,18.0,18 A 24,8ª série (ou 9º ano),Sim,Sim,Sim,Incentivar a geração de empregos,Defender a igualdade entre homens e mulheres,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Alguma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,189634618.0,2023-09-02,Face a face
